McCleskey 01,M 88.5 206.5 L 88.5 218.5 L 87.5 219.5 L 75.5 219.5 L 75.5 230.5 L 87.5 230.5 L 88.5 231.5 L 88.5 243.5 L 99.5 243.5 L 99.5 206.5 z
Blackwell 01,M 62.5 206.5 L 62.5 218.5 L 61.5 219.5 L 49.5 219.5 L 49.5 243.5 L 73.5 243.5 L 73.5 206.5 z
Palmer 01,M 23.5 206.5 L 23.5 230.5 L 47.5 230.5 L 47.5 219.5 L 35.5 219.5 L 34.5 218.5 L 34.5 206.5 z
JC08,M 515.5 205.5 L 515.5 216.5 L 527.5 216.5 L 528.5 217.5 L 528.5 242.5 L 552.5 242.5 L 552.5 218.5 L 540.5 218.5 L 539.5 217.5 L 539.5 205.5 z
JC10,M 502.5 205.5 L 502.5 230.5 L 501.5 231.5 L 489.5 231.5 L 489.5 242.5 L 513.5 242.5 L 513.5 205.5 z
JC15,M 463.5 205.5 L 463.5 229.5 L 474.5 229.5 L 474.5 205.5 z
JC16,M 437.5 205.5 L 437.5 242.5 L 448.5 242.5 L 448.5 230.5 L 449.5 229.5 L 461.5 229.5 L 461.5 205.5 z
RW06,M 424.5 205.5 L 424.5 217.5 L 423.5 218.5 L 398.5 218.5 L 398.5 242.5 L 422.5 242.5 L 422.5 230.5 L 423.5 229.5 L 435.5 229.5 L 435.5 205.5 z
RW02,M 294.5 205.5 L 294.5 242.5 L 306.5 242.5 L 307.5 243.5 L 307.5 255.5 L 318.5 255.5 L 318.5 243.5 L 319.5 242.5 L 344.5 242.5 L 344.5 231.5 L 332.5 231.5 L 331.5 230.5 L 331.5 218.5 L 306.5 218.5 L 305.5 217.5 L 305.5 205.5 z
Lassiter 01,M 153.5 193.5 L 153.5 205.5 L 152.5 206.5 L 140.5 206.5 L 140.5 230.5 L 152.5 230.5 L 153.5 231.5 L 153.5 243.5 L 164.5 243.5 L 164.5 231.5 L 165.5 230.5 L 177.5 230.5 L 177.5 206.5 L 165.5 206.5 L 164.5 205.5 L 164.5 193.5 z
Rocky Mount 01,M 127.5 193.5 L 127.5 205.5 L 126.5 206.5 L 101.5 206.5 L 101.5 230.5 L 138.5 230.5 L 138.5 193.5 z
RW07A,M 359.5 192.5 L 359.5 203.5 L 383.5 203.5 L 383.5 192.5 z
