Kell 01,-0.2702702702702703
SC29A,0.9279437609841827
CHAMBLEE 2,0.15952649379932357
DUNWOODY,0.1850079744816587
COVINGTON HWY LIBRARY,0.88
SC05A,0.9304932735426009
Roswell 02,-0.15536187949981053
Pitner 01,-0.2411153635866594
Roswell 01,-0.18913531024171443
AP10,-0.24293785310734464
ASHFORD PARK ELEM,-0.014551804423748545
Palmer 01,-0.26270207852193994
COLUMBIA ELEM,0.9609375
PANOLA,0.8665183537263627
North Cobb 01,-0.1311813186813187
Marietta 3A,0.15921713832319492
MEMORIAL SOUTH,0.867704280155642
RENFROE MIDDLE,0.7960687960687961
AP12C,-0.1386946386946387
AP12B,0.35400516795865633
01A,0.7956642066420664
EVANSDALE ELEM,0.3942573163997791
01C,0.9166666666666666
01D,0.8249158249158249
01E,0.7886275677284906
MCNAIR ACADEMY,0.9165971643035863
Simpson 01,-0.169479090242113
01J,0.9052631578947369
SC19B,0.9347222222222222
ML023,-0.4364694471387003
01P,0.9256198347107438
CH05,-0.5934065934065934
01R,0.9636678200692042
Chestnut Ridge 01,-0.2570694087403599
01T,0.8455497382198953
OAKCLIFF ELEM,0.47100712105798576
BRIARWOOD,0.24121621621621622
JC01,0.16545893719806765
Shallowford Falls 01,-0.19835728952772075
JC02,0.0171939477303989
WARREN TECH,0.3239263803680982
JC07,0.06767751479289941
JC06,-0.17401003904071388
JC09,0.12947799385875128
Mabry 01,-0.32114467408585057
ML012,-0.37175792507204614
ML011,-0.2107121836374338
08N2,0.10606060606060606
CH03,-0.3469387755102041
08N1,-0.14038128249566725
GLENNWOOD - 04,0.7237237237237237
GLENNWOOD - 05,0.7312722948870393
10J,0.9298245614035088
10K,0.9152542372881356
10I,0.9027237354085603
Big Shanty 01,-0.1356447688564477
Big Shanty 02,-0.18160152526215442
10M,0.9361370716510904
10B,0.9446579554189085
OAKHURST,0.7817589576547231
10A,0.9530277306168647
Sandy Plains 01,-0.10054753608760578
10G,0.9477434679334917
10D,0.9426152398871119
10E,0.9555160142348754
EP03,0.8847887323943662
SOUTH HAIRSTON,0.9021467798302546
EP01,0.7929848693259972
10R,0.9447368421052632
10P,0.9394347240915208
SS19B,0.43859649122807015
UC02B,0.25
UC02A,0.9055867284703586
12A,0.8881091617933723
Sweetwater 02,0.4862795149968092
Sweetwater 01,0.12106768350810296
ROCKBRIDGE ROAD,0.9008336989907855
INDIAN CREEK ELEM,0.6992110453648915
Sope Creek 01,-0.23905109489051096
Sope Creek 02,-0.04226289517470882
Kennesaw 3A,0.20605143721633887
Addison 01,-0.1310096153846154
FLAKES MILL FIRE STATION,0.941929974380871
Dowell 01,-0.03899721448467967
AP14,-0.0633147113594041
SC04,0.2754777070063694
JOHNSON ESTATES,0.5377969762419006
TERRY MILL ELEM,0.9054325955734407
SC01B,0.9295076160113355
SC02,0.9250764525993884
RW07B,0.4385245901639344
TUCKER,0.12488262910798122
SC07A,0.7855080831408776
RW07A,0.616398243045388
AP13,-0.042588495575221236
SS08D,0.20214190093708165
04X1,0.92173017507724
04X2,0.9198813056379822
BOULDERCREST RD,0.9005102040816326
Powder Springs 3A,0.38779342723004695
SC30A,0.9368421052631579
SC30B,0.9475465313028765
EP04-13,0.9571020019065777
LAVISTA ROAD,0.4229463679565513
SC19A,0.9401709401709402
McClure 01,-0.37544483985765126
CLAIREMONT EAST,0.6690140845070423
Marietta 7A,0.6113621691413815
AP04A,-0.23759153783563874
AP04B,-0.0880503144654088
SS18A,-0.0430327868852459
Smyrna 7A,0.30404596600430933
SS29A,0.16445470282746683
SS12,0.032013022246337494
SS14,-0.18395303326810175
SS17,-0.034158838599487616
SS16,-0.11445012787723785
ML03,-0.3888268156424581
CANBY LANE ELEM,0.9377224199288257
05J,0.7248803827751196
05K,0.8387096774193549
05D,0.8515625
MT. VERNON WEST,-0.01717791411042945
05F,0.8
11B,0.9474354890092386
MEDLOCK ELEM,0.5371747211895911
05B,0.8442796610169492
05C,0.9090909090909091
WOODROW ROAD,0.9028194361127775
EMORY SOUTH,0.5419880034275921
Frey 01,-0.3515258215962441
SNAPFINGER ROAD SOUTH,0.9145367412140575
CP06A,0.8854625550660793
SC11A,0.9371362048894063
RW09,-0.31159586681974744
Rocky Mount 01,-0.22529812606473595
11J,0.9396299902629016
CEDAR GROVE SOUTH,0.9259734702610184
Dickerson 01,-0.156702025072324
Wade Green 02,-0.01802721088435374
GLENHAVEN,0.8046103183315039
East Piedmont 01,0.027278775781769793
EPWORTH,0.7740112994350282
REDAN-TROTTI LIBRARY,0.9341121495327103
PINE LAKE,0.7367149758454107
NORTH HAIRSTON,0.7819672131147541
CH04A,-0.04714640198511166
12E1,0.9013157894736842
UC01E,0.9178082191780822
STEPHENSON HIGH,0.8669295219319862
Pope 01,-0.23246402877697842
MEADOWVIEW ELEM,0.906501880709296
SILVER LAKE,0.07672044781033915
STONE MILL ELEM,0.8601036269430051
PEACHTREE MIDDLE,0.39496197718631176
ROCK CHAPEL ELEM,0.8958852867830424
ML05C,-0.06166606563288857
ML05B,-0.36996336996337
DUNWOODY LIBRARY,-0.1366982124079916
Baker 01,0.07284079084287201
AP07A,-0.059474412171507604
RW13,-0.08982035928143713
RW10,-0.17610582885489873
AP07B,-0.12668463611859837
Harmony Leland 01,0.6059042705646317
RW17,0.1791044776119403
02S,0.8329519450800915
Marietta 2A,-0.25918884664131814
Marietta 2B,0.15862326973438085
RW19,-0.19228210246174318
SC05D,0.822289156626506
Powers Ferry 01,-0.06270022883295194
PINEY GROVE,0.8903553299492386
